NAME,H1r_4861A,H1r_6563A,O3_4363A,O3_5007A,S2_6716A,S2_6731A,O2_3726A,H1r_4861Ae,H1r_6563Ae,O3_4363Ae,O3_5007Ae,S2_6716Ae,S2_6731Ae,O2_3726Ae
ngc1058-127,27.5122072149958,114.05203669144056,7.1493108551243845,10.53557705356434,33.5324021013632,42.57337488503517,121.64547585999405,1.5006613776243145,2.0632674055068048,2.172718965921002,1.3590366241271936,1.5141702281284224,1.7150655325834354,4.381519322835575
ngc1058-131,28.733888960879348,138.31934125839652,7.213560758447602,14.415013036415873,35.63300339597749,47.63598070872418,106.14067835856292,1.5102842302028936,1.7273716852692262,1.4457552690984508,1.4560142241503682,1.7669371110864494,1.6904229102526964,3.8744761673524937
ngc1058-132,29.799445039197874,113.78346178448014,8.374672288564861,18.244597192969863,28.35179515095791,31.83329166066603,83.93078073009971,1.257184293663525,1.3684976942051588,1.9313703446170731,1.3079197509311569,3.301689502583372,2.6916249321076418,3.5305880055686276
ngc1637-23,151.14106125266676,653.0658471234295,19.80962018418557,27.99081825293981,82.74934367858313,102.5836299866971,95.23812837695822,3.139958578120359,4.045478726185027,3.327666367338478,3.069394877757776,3.004974861282226,3.1594059927779816,6.047585672396947
ngc1637-49,86.95428657142062,382.2576097076713,13.020746582909075,40.885520357660326,130.87389826415034,177.3255987772646,205.5252241626228,2.4759247209139974,2.908619088210964,3.163321747659201,2.684257260058,2.6372390262763314,2.607417665064244,5.383309196977072
ngc1637-174,23.032046259682776,84.84215418329603,12.145875709551936,31.89362205449205,16.148299125012542,22.268515048776433,37.88079528071704,2.535448930232461,2.942454305299352,2.799124007666222,2.385164475625825,2.3294695565452854,2.298659220875754,3.417818648990961
ngc1637-200,19.04009858168404,87.3579930342824,16.920957499075705,8.644919221622366,23.72781854005799,26.755015663279657,45.50211505982128,2.413511049295881,2.8434014964126093,2.5982480378480317,2.381627798030688,2.5657711182923784,2.4676715160037053,3.636150952768375
ngc4625-1,2458.055190914631,9578.920809839134,126.53490478080273,611.677134444805,1571.9544691481128,2182.007437269778,3878.530523298473,25.0239517893358,27.18517673899502,27.186105384507087,25.90516367006048,25.155864183997195,24.428502661056903,54.459990212811775
ngc4625-2,2516.0864592477187,9490.857941531422,111.61961721640868,718.6999515499673,1590.7835839775892,2055.060793661572,3849.325909311595,26.737549587430486,34.991341834821284,28.36548694075973,26.76537267101252,27.202771563413897,27.707385030111052,54.76888327095986
ngc628-3,2158.2713813960695,9475.680087956282,17.003726408106857,948.0189950495673,1452.9512658612448,1484.1079234896843,3146.349488002793,1.5699989829711434,1.8199480143368143,2.0098378957522347,7.046089489172178,2.4251301543256187,2.6221802159222496,32.28970627884682
ngc628-4,1317.1714065726524,4722.988079691809,36.821207121236895,267.56689856311,601.9185301001334,515.0563206310957,1324.4786038662464,2.3393780665964115,2.8524170179554678,2.3961580709383266,3.2369261268093004,1.6716848158152031,1.751331311273146,26.190934510135044
ngc628-6,1714.7545125443096,6863.294125210642,15.811663623933205,336.29252123615345,936.252565480826,913.7782994479843,2328.9996903501237,1.4917344598787363,1.6445635355284514,1.9215706490329076,3.4076836064002234,2.2061567478523028,2.1604448400163725,27.27186651296075
ngc628-11,850.0429812667487,3337.681144098847,31.60602726467772,83.02507601246387,340.4905310837106,354.70876391224414,795.1998050929359,2.3933379309483,2.6604037651925743,2.3995597696903057,2.0185059082434247,2.089151976024172,2.3625305067573685,17.716619938801614
